ID;FLG_DEF_6M;Macro Area;Settore
40642;0;Centro ;Imprese private
40643;0;Centro ;Imprese private
40644;1;Nord;Imprese private
40645;0;Centro ;Imprese private
40646;0;Centro ;Artigianato e piccole imprese
40647;0;Centro ;Imprese private
40648;0;Nord;Imprese private
40649;0;Centro ;Imprese private
40650;0;Nord;Imprese private
40651;0;Nord;Imprese private
40652;1;Centro ;Imprese private
40653;0;Centro ;Imprese private
40654;0;Sud & Isole;Finanzarie
40655;0;Centro ;Imprese private
40656;0;Centro ;Imprese private
40657;0;Sud & Isole;Imprese private
40658;0;Nord;Imprese private
40659;0;Centro ;Imprese private
40660;0;Centro ;Imprese private
40661;0;Centro ;Imprese private
40662;0;Nord;Imprese private
40663;0;Nord;Imprese private
40664;0;Nord;Imprese private
40665;0;Nord;Imprese private
40666;0;Nord;Imprese private
40667;0;Sud & Isole;Imprese private
40668;0;Centro ;Imprese private
40669;0;Centro ;Imprese private
40670;0;Nord;Imprese private
40671;0;Nord;Imprese private
40672;1;Centro ;Imprese private
40673;1;Nord;Imprese private
40674;0;Nord;Imprese private
40675;0;Nord;Imprese private
40676;0;Centro ;Imprese private
40677;0;Centro ;Finanzarie
40678;0;Centro ;Imprese private
40679;0;Sud & Isole;Imprese private
40680;0;Nord;Imprese private
40681;0;Nord;Imprese private
40682;0;Centro ;Imprese private
40683;0;Centro ;Imprese private
40684;0;Centro ;Imprese private
40685;0;Centro ;Imprese private
40686;0;Centro ;Imprese private
40687;0;Centro ;Imprese private
40688;0;Sud & Isole;Imprese private
40689;0;Centro ;Imprese private
40690;0;Sud & Isole;Imprese private
40691;0;Nord;Imprese private
40692;1;Centro ;Imprese private
40693;0;Nord;Imprese private
40694;0;Centro ;Imprese private
40695;0;Nord;Imprese private
40696;0;Nord;Imprese private
40697;0;Sud & Isole;Imprese private
40698;1;Centro ;Imprese private
40699;0;Centro ;Finanzarie
40700;0;Centro ;Imprese private
40701;0;Nord;Imprese private
40702;0;Sud & Isole;Imprese private
40703;0;Centro ;Imprese private
40704;0;Nord;Imprese private
40705;0;Sud & Isole;Imprese private
40706;0;Centro ;Imprese private
40707;0;Sud & Isole;Imprese private
40708;0;Centro ;Imprese private
40709;1;Centro ;Imprese private
40710;0;Nord;Imprese private
40711;0;Sud & Isole;Imprese private
40712;0;Sud & Isole;Imprese private
40713;0;Centro ;Imprese private
40714;0;Centro ;Imprese private
40715;0;Nord;Imprese private
40716;0;Nord;Imprese private
40717;0;Sud & Isole;Imprese private
40718;0;Centro ;Imprese private
40719;0;Centro ;Imprese private
40720;0;Nord;Imprese private
40721;0;Centro ;Imprese private
40722;1;Nord;Imprese private
40723;0;Centro ;Imprese private
40724;0;Centro ;Imprese private
40725;1;Sud & Isole;Imprese private
40726;0;Centro ;Imprese private
40727;0;Nord;Imprese private
40728;0;Centro ;Imprese private
40729;0;Nord;Imprese private
40730;1;Sud & Isole;Imprese private
40731;0;Centro ;Imprese private
40732;0;Sud & Isole;Imprese private
40733;0;Centro ;Imprese private
40734;0;Nord;Imprese private
40735;0;Centro ;Imprese private
40736;0;Centro ;Imprese private
40737;0;Centro ;Imprese private
40738;1;Centro ;Imprese private
40739;1;Centro ;Imprese private
40740;0;Sud & Isole;Imprese private
40741;0;Centro ;Imprese private
40742;0;Centro ;Imprese private
40743;0;Nord;Imprese private
40744;1;Sud & Isole;Imprese private
40745;0;Centro ;Imprese private
40746;1;Sud & Isole;Imprese private
40747;1;Sud & Isole;Imprese private
40748;0;Sud & Isole;Imprese private
40749;1;Centro ;Imprese private
40750;1;Sud & Isole;Imprese private
40751;0;Centro ;Imprese private
40752;0;Sud & Isole;Imprese private
40753;1;Sud & Isole;Imprese private
40754;0;Nord;Imprese private
40755;0;Centro ;Imprese private
40756;1;Centro ;Imprese private
40757;0;Centro ;Imprese private
40758;1;Centro ;Imprese private
40759;1;Nord;Imprese private
40760;0;Sud & Isole;Imprese private
40761;0;Centro ;Imprese private
40762;0;Nord;Imprese private
40763;0;Nord;Imprese private
40764;0;Centro ;Imprese private
40765;0;Centro ;Artigianato e piccole imprese
40766;0;Sud & Isole;Imprese private
40767;0;Centro ;Imprese private
40768;1;Nord;Imprese private
40769;0;Nord;Imprese private
40770;0;Sud & Isole;Imprese private
40771;0;Centro ;Imprese private
40772;1;Centro ;Imprese private
40773;0;Nord;Imprese private
40774;0;Centro ;Imprese private
40775;0;Sud & Isole;Imprese private
40776;0;Centro ;Imprese private
40777;1;Centro ;Imprese private
40778;0;Centro ;Imprese private
40779;0;Centro ;Imprese private
40780;0;Sud & Isole;Imprese private
40781;0;Nord;Imprese private
40782;0;Nord;Imprese private
40783;0;Centro ;Imprese private
40784;0;Nord;Imprese private
40785;0;Nord;Imprese private
40786;0;Centro ;Imprese private
40787;0;Centro ;Imprese private
40788;0;Centro ;Imprese private
40789;0;Nord;Imprese private
40790;0;Nord;Imprese private
40791;0;Nord;Imprese private
40792;1;Nord;Imprese private
40793;0;Nord;Imprese private
40794;0;Centro ;Imprese private
40795;0;Sud & Isole;Imprese private
40796;0;Sud & Isole;Imprese private
40797;0;Nord;Imprese private
40798;0;Nord;Imprese private
40799;1;Nord;Imprese private
40800;0;Nord;Imprese private
40801;1;Centro ;Imprese private
40802;1;Nord;Imprese private
40803;0;Centro ;Imprese private
40804;0;Nord;Imprese private
40805;0;Centro ;Imprese private
40806;0;Centro ;Imprese private
40807;0;Centro ;Imprese private
40808;0;Centro ;Imprese private
40809;0;Centro ;Imprese private
40810;0;Centro ;Imprese private
40811;0;Centro ;Imprese private
40812;0;Centro ;Imprese private
40813;0;Sud & Isole;Artigianato e piccole imprese
40814;0;Sud & Isole;Imprese private
40815;0;Nord;Imprese private
40816;0;Nord;Imprese private
40817;1;Centro ;Imprese private
40818;0;Centro ;Imprese private
40819;0;Nord;Imprese private
40820;0;Sud & Isole;Imprese private
40821;0;Nord;Imprese private
40822;1;Sud & Isole;Imprese private
40823;0;Nord;Imprese private
40824;0;Nord;Imprese private
40825;0;Nord;Imprese private
40826;0;Nord;Imprese private
40827;0;Nord;Imprese private
40828;0;Sud & Isole;Imprese private
40829;0;Nord;Imprese private
40830;1;Centro ;Imprese private
40831;0;Centro ;Imprese private
40832;0;Nord;Imprese private
40833;1;Centro ;Imprese private
40834;0;Nord;Imprese private
40835;1;Sud & Isole;Imprese private
40836;0;Sud & Isole;Imprese private
40837;0;Sud & Isole;Imprese private
40838;0;Nord;Imprese private
40839;0;Sud & Isole;Imprese private
40840;0;Centro ;Imprese private
40841;0;Sud & Isole;Imprese private
40842;0;Centro ;Imprese private
40843;0;Centro ;Artigianato e piccole imprese
40844;0;Sud & Isole;Imprese private
40845;0;Centro ;Imprese private
40846;0;Sud & Isole;Imprese private
40847;1;Centro ;Imprese private
40848;0;Sud & Isole;Imprese private
40849;0;Sud & Isole;Imprese private
40850;0;Nord;Imprese private
40851;0;Nord;Imprese private
40852;0;Sud & Isole;Imprese private
40853;0;Sud & Isole;Imprese private
40854;0;Centro ;Imprese private
40855;0;Sud & Isole;Imprese private
40856;0;Centro ;Imprese private
40857;0;Centro ;Imprese private
40858;0;Centro ;Imprese private
40859;1;Centro ;Imprese private
40860;0;Nord;Imprese private
40861;0;Nord;Imprese private
40862;0;Centro ;Imprese private
40863;0;Centro ;Imprese private
40864;1;Centro ;Imprese private
40865;0;Nord;Imprese private
40866;0;Sud & Isole;Imprese private
40867;0;Sud & Isole;Imprese private
40868;0;Centro ;Imprese private
40869;0;Centro ;Imprese private
40870;0;Nord;Imprese private
40871;0;Centro ;Imprese private
40872;0;Sud & Isole;Imprese private
40873;0;Nord;Imprese private
40874;1;Sud & Isole;Imprese private
40875;0;Sud & Isole;Imprese private
40876;0;Centro ;Imprese private
40877;0;Centro ;Imprese private
40878;1;Centro ;Imprese private
40879;0;Nord;Imprese private
40880;0;Nord;Imprese private
40881;0;Sud & Isole;Imprese private
40882;0;Nord;Imprese private
40883;0;Sud & Isole;Imprese private
40884;0;Centro ;Imprese private
40885;0;Centro ;Imprese private
40886;0;Nord;Imprese private
40887;0;Centro ;Imprese private
40888;1;Centro ;Imprese private
40889;0;Nord;Imprese private
40890;0;Sud & Isole;Imprese private
40891;1;Nord;Imprese private
40892;0;Sud & Isole;Imprese private
40893;0;Centro ;Imprese private
40894;0;Centro ;Imprese private
40895;0;Centro ;Imprese private
40896;0;Sud & Isole;Imprese private
40897;0;Sud & Isole;Imprese private
40898;0;Nord;Imprese private
40899;0;Centro ;Imprese private
40900;0;Nord;Imprese private
40901;0;Centro ;Imprese private
40902;0;Centro ;Imprese private
40903;0;Nord;Imprese private
40904;0;Sud & Isole;Imprese private
40905;1;Sud & Isole;Imprese private
40906;0;Centro ;Imprese private
40907;0;Sud & Isole;Imprese private
40908;1;Sud & Isole;Imprese private
40909;0;Nord;Imprese private
40910;1;Centro ;Imprese private
40911;0;Nord;Imprese private
40912;1;Nord;Imprese private
40913;0;Centro ;Imprese private
40914;0;Centro ;Imprese private
40915;0;Centro ;Imprese private
40916;1;Nord;Imprese private
40917;0;Centro ;Imprese private
40918;0;Sud & Isole;Imprese private
40919;1;Centro ;Imprese private
40920;0;Sud & Isole;Imprese private
40921;0;Centro ;Imprese private
40922;1;Sud & Isole;Imprese private
40923;1;Sud & Isole;Imprese private
40924;0;Centro ;Imprese private
40925;0;Centro ;Imprese private
40926;0;Centro ;Imprese private
40927;0;Nord;Imprese private
40928;0;Nord;Imprese private
40929;0;Sud & Isole;Imprese private
40930;0;Centro ;Imprese private
40931;0;Centro ;Imprese private
40932;0;Nord;Imprese private
40933;0;Centro ;Imprese private
40934;1;Nord;Imprese private
40935;0;Centro ;Imprese private
40936;0;Centro ;Imprese private
40937;0;Centro ;Imprese private
40938;0;Centro ;Imprese private
40939;0;Centro ;Imprese private
40940;0;Centro ;Imprese private
40941;1;Sud & Isole;Imprese private
40942;1;Sud & Isole;Imprese private
40943;0;Centro ;Imprese private
40944;0;Centro ;Imprese private
40945;0;Nord;Imprese private
40946;0;Nord;Imprese private
40947;0;Sud & Isole;Imprese private
40948;0;Centro ;Imprese private
40949;0;Centro ;Imprese private
40950;0;Centro ;Imprese private
40951;0;Centro ;Imprese private
40952;0;Centro ;Imprese private
40953;1;Nord;Imprese private
40954;0;Nord;Imprese private
40955;0;Centro ;Imprese private
40956;0;Nord;Imprese private
40957;1;Centro ;Imprese private
40958;0;Nord;Imprese private
40959;0;Nord;Imprese private
40960;0;Centro ;Imprese private
40961;0;Centro ;Imprese private
40962;0;Nord;Imprese private
40963;0;Nord;Imprese private
40964;0;Nord;Imprese private
40965;0;Sud & Isole;Imprese private
40966;0;Nord;Imprese private
40967;0;Centro ;Imprese private
40968;0;Nord;Imprese private
40969;1;Centro ;Imprese private
40970;0;Centro ;Imprese private
40971;1;Centro ;Imprese private
40972;0;Nord;Imprese private
40973;0;Centro ;Imprese private
40974;0;Nord;Imprese private
40975;1;Nord;Imprese private
40976;0;Centro ;Imprese private
40977;0;Sud & Isole;Imprese private
40978;1;Centro ;Imprese private
40979;0;Centro ;Imprese private
40980;0;Nord;Imprese private
40981;0;Nord;Imprese private
40982;0;Centro ;Imprese private
40983;0;Sud & Isole;Imprese private
40984;1;Centro ;Imprese private
40985;1;Centro ;Imprese private
40986;0;Nord;Imprese private
40987;0;Sud & Isole;Imprese private
40988;0;Centro ;Imprese private
40989;0;Sud & Isole;Imprese private
40990;0;Centro ;Imprese private
40991;1;Centro ;Imprese private
40992;0;Nord;Imprese private
40993;0;Nord;Imprese private
40994;1;Centro ;Imprese private
40995;1;Sud & Isole;Imprese private
40996;0;Nord;Imprese private
40997;0;Centro ;Imprese private
40998;0;Nord;Imprese private
40999;0;Nord;Imprese private
41000;0;Centro ;Imprese private
41001;0;Centro ;Imprese private
41002;0;Nord;Imprese private
41003;0;Nord;Imprese private
41004;0;Nord;Imprese private
41005;0;Centro ;Imprese private
41006;1;Nord;Imprese private
41007;0;Centro ;Imprese private
41008;0;Centro ;Imprese private
41009;0;Nord;Imprese private
41010;0;Centro ;Imprese private
41011;0;Centro ;Imprese private
41012;0;Nord;Imprese private
41013;0;Nord;Imprese private
41014;0;Centro ;Imprese private
41015;0;Nord;Imprese private
41016;0;Sud & Isole;Imprese private
41017;0;Nord;Imprese private
41018;0;Sud & Isole;Imprese private
41019;0;Nord;Imprese private
41020;0;Sud & Isole;Imprese private
41021;0;Sud & Isole;Imprese private
41022;0;Nord;Imprese private
41023;0;Nord;Imprese private
41024;0;Nord;Imprese private
41025;1;Centro ;Artigianato e piccole imprese
41026;0;Nord;Imprese private
41027;0;Sud & Isole;Imprese private
41028;0;Sud & Isole;Imprese private
41029;1;Centro ;Imprese private
41030;0;Nord;Imprese private
41031;1;Centro ;Imprese private
41032;0;Centro ;Imprese private
41033;0;Centro ;Imprese private
41034;0;Centro ;Imprese private
41035;0;Nord;Imprese private
41036;0;Nord;Imprese private
41037;0;Nord;Imprese private
41038;0;Centro ;Imprese private
41039;0;Sud & Isole;Imprese private
41040;0;Centro ;Imprese private
41041;0;Sud & Isole;Imprese private
41042;0;Centro ;Imprese private
41043;0;Centro ;Imprese private
41044;1;Centro ;Imprese private
41045;0;Centro ;Imprese private
41046;0;Centro ;Imprese private
41047;0;Centro ;Imprese private
41048;1;Centro ;Imprese private
41049;0;Centro ;Imprese private
41050;0;Centro ;Imprese private
41051;0;Nord;Imprese private
41052;0;Nord;Artigianato e piccole imprese
41053;0;Centro ;Imprese private
41054;0;Nord;Imprese private
41055;0;Centro ;Imprese private
41056;1;Sud & Isole;Imprese private
41057;0;Nord;Imprese private
41058;0;Centro ;Imprese private
41059;0;Centro ;Imprese private
41060;0;Nord;Imprese private
41061;0;Centro ;Imprese private
41062;0;Nord;Imprese private
41063;0;Nord;Imprese private
41064;0;Nord;Imprese private
41065;0;Nord;Imprese private
41066;0;Centro ;Imprese private
41067;0;Nord;Imprese private
41068;0;Centro ;Imprese private
41069;0;Centro ;Imprese private
41070;1;Sud & Isole;Imprese private
41071;0;Sud & Isole;Imprese private
41072;0;Nord;Imprese private
41073;0;Nord;Imprese private
41074;0;Centro ;Imprese private
41075;1;Nord;Imprese private
41076;0;Centro ;Imprese private
41077;0;Nord;Imprese private
41078;0;Sud & Isole;Imprese private
41079;0;Nord;Imprese private
41080;0;Nord;Imprese private
41081;0;Centro ;Imprese private
41082;1;Centro ;Imprese private
41083;0;Centro ;Finanzarie
41084;0;Nord;Imprese private
41085;0;Centro ;Imprese private
41086;0;Sud & Isole;Imprese private
41087;0;Centro ;Imprese private
41088;0;Centro ;Imprese private
41089;0;Centro ;Imprese private
41090;0;Nord;Imprese private
41091;0;Sud & Isole;Imprese private
41092;1;Sud & Isole;Imprese private
41093;1;Sud & Isole;Imprese private
41094;0;Nord;Imprese private
41095;0;Centro ;Imprese private
41096;1;Nord;Imprese private
41097;1;Centro ;Imprese private
41098;0;Sud & Isole;Imprese private
41099;0;Centro ;Imprese private
41100;0;Centro ;Imprese private
41101;0;Nord;Imprese private
41102;0;Centro ;Imprese private
41103;1;Centro ;Imprese private
41104;0;Nord;Imprese private
41105;0;Sud & Isole;Imprese private
41106;0;Centro ;Imprese private
41107;1;Sud & Isole;Imprese private
41108;0;Centro ;Imprese private
41109;0;Nord;Artigianato e piccole imprese
41110;0;Nord;Imprese private
41111;1;Nord;Imprese private
41112;0;Centro ;Imprese private
41113;1;Sud & Isole;Imprese private
41114;0;Sud & Isole;Imprese private
41115;0;Centro ;Imprese private
41116;0;Nord;Imprese private
41117;1;Nord;Imprese private
41118;0;Centro ;Imprese private
41119;1;Sud & Isole;Imprese private
41120;0;Centro ;Imprese private
41121;0;Centro ;Imprese private
41122;0;Nord;Imprese private
41123;1;Centro ;Imprese private
41124;0;Centro ;Imprese private
41125;1;Centro ;Imprese private
41126;0;Sud & Isole;Imprese private
41127;0;Sud & Isole;Imprese private
41128;1;Centro ;Imprese private
41129;0;Nord;Imprese private
41130;0;Centro ;Imprese private
41131;0;Sud & Isole;Imprese private
41132;0;Centro ;Imprese private
41133;1;Sud & Isole;Imprese private
41134;0;Nord;Imprese private
41135;0;Centro ;Imprese private
41136;0;Nord;Imprese private
41137;0;Nord;Imprese private
41138;0;Sud & Isole;Imprese private
41139;0;Centro ;Imprese private
41140;1;Nord;Imprese private
41141;0;Centro ;Imprese private
41142;0;Sud & Isole;Imprese private
41143;0;Centro ;Imprese private
41144;0;Centro ;Imprese private
41145;0;Nord;Imprese private
41146;0;Centro ;Imprese private
41147;0;Nord;Imprese private
41148;0;Nord;Imprese private
41149;0;Sud & Isole;Imprese private
41150;0;Centro ;Imprese private
41151;0;Nord;Imprese private
41152;0;Nord;Artigianato e piccole imprese
41153;0;Centro ;Imprese private
41154;0;Sud & Isole;Imprese private
41155;0;Nord;Imprese private
41156;0;Nord;Imprese private
41157;1;Centro ;Imprese private
41158;0;Centro ;Imprese private
41159;0;Sud & Isole;Imprese private
41160;0;Centro ;Imprese private
41161;0;Nord;Imprese private
41162;0;Sud & Isole;Imprese private
41163;0;Centro ;Imprese private
41164;0;Centro ;Imprese private
41165;0;Sud & Isole;Imprese private
41166;1;Centro ;Imprese private
41167;0;Nord;Imprese private
41168;0;Nord;Imprese private
41169;0;Centro ;Imprese private
41170;0;Centro ;Imprese private
41171;0;Centro ;Imprese private
41172;0;Nord;Imprese private
41173;0;Nord;Imprese private
41174;0;Sud & Isole;Imprese private
41175;0;Centro ;Imprese private
41176;0;Centro ;Imprese private
41177;1;Centro ;Imprese private
41178;0;Sud & Isole;Imprese private
41179;0;Nord;Imprese private
41180;0;Nord;Imprese private
41181;0;Centro ;Imprese private
41182;1;Nord;Imprese private
41183;0;Nord;Imprese private
41184;0;Nord;Imprese private
41185;0;Centro ;Imprese private
41186;0;Nord;Imprese private
41187;0;Centro ;Imprese private
41188;1;Sud & Isole;Imprese private
41189;0;Centro ;Imprese private
41190;0;Centro ;Imprese private
41191;0;Sud & Isole;Imprese private
41192;0;Sud & Isole;Imprese private
41193;0;Centro ;Imprese private
41194;0;Centro ;Imprese private
41195;0;Nord;Imprese private
41196;1;Nord;Imprese private
41197;0;Centro ;Imprese private
41198;1;Sud & Isole;Imprese private
41199;0;Nord;Imprese private
41200;0;Centro ;Imprese private
41201;0;Nord;Imprese private
41202;0;Sud & Isole;Imprese private
41203;0;Nord;Imprese private
41204;0;Nord;Imprese private
41205;0;Nord;Imprese private
41206;0;Centro ;Imprese private
41207;0;Centro ;Imprese private
41208;0;Centro ;Imprese private
41209;0;Sud & Isole;Imprese private
41210;0;Nord;Imprese private
41211;1;Sud & Isole;Imprese private
41212;0;Centro ;Imprese private
41213;1;Nord;Imprese private
41214;0;Centro ;Imprese private
41215;0;Centro ;Imprese private
41216;0;Nord;Imprese private
41217;0;Centro ;Imprese private
41218;0;Nord;Imprese private
41219;0;Centro ;Imprese private
41220;0;Sud & Isole;Imprese private
41221;1;Centro ;Imprese private
41222;1;Nord;Imprese private
41223;0;Nord;Imprese private
41224;0;Sud & Isole;Imprese private
41225;0;Centro ;Imprese private
41226;1;Sud & Isole;Imprese private
41227;0;Nord;Imprese private
41228;0;Sud & Isole;Imprese private
41229;0;Nord;Imprese private
41230;1;Centro ;Imprese private
41231;0;Centro ;Imprese private
41232;0;Centro ;Imprese private
41233;0;Centro ;Imprese private
41234;0;Nord;Imprese private
41235;1;Centro ;Imprese private
41236;0;Nord;Imprese private
41237;0;Nord;Imprese private
41238;0;Centro ;Imprese private
41239;0;Sud & Isole;Imprese private
41240;0;Centro ;Imprese private
41241;0;Sud & Isole;Imprese private
41242;0;Centro ;Imprese private
41243;0;Sud & Isole;Imprese private
41244;1;Centro ;Imprese private
41245;0;Sud & Isole;Imprese private
41246;0;Nord;Imprese private
41247;1;Centro ;Imprese private
41248;0;Nord;Imprese private
41249;0;Nord;Imprese private
41250;1;Nord;Imprese private
41251;0;Centro ;Imprese private
41252;0;Centro ;Imprese private
41253;1;Nord;Imprese private
41254;0;Nord;Imprese private
41255;0;Sud & Isole;Imprese private
41256;0;Nord;Imprese private
41257;0;Centro ;Imprese private
41258;0;Nord;Imprese private
41259;0;Centro ;Imprese private
41260;0;Centro ;Imprese private
41261;0;Sud & Isole;Imprese private
41262;0;Sud & Isole;Imprese private
41263;0;Nord;Imprese private
41264;0;Nord;Imprese private
41265;0;Centro ;Imprese private
41266;0;Centro ;Imprese private
41267;0;Centro ;Imprese private
41268;0;Nord;Imprese private
41269;0;Centro ;Imprese private
41270;0;Centro ;Imprese private
41271;0;Centro ;Imprese private
41272;0;Centro ;Imprese private
41273;0;Sud & Isole;Imprese private
41274;0;Nord;Imprese private
41275;0;Nord;Imprese private
41276;1;Nord;Imprese private
41277;0;Nord;Imprese private
41278;0;Nord;Imprese private
41279;0;Nord;Imprese private
41280;1;Centro ;Imprese private
41281;0;Centro ;Imprese private
41282;0;Sud & Isole;Imprese private
41283;0;Nord;Imprese private
41284;0;Nord;Imprese private
41285;0;Centro ;Imprese private
41286;0;Centro ;Imprese private
41287;0;Nord;Imprese private
41288;0;Sud & Isole;Imprese private
41289;0;Centro ;Imprese private
41290;0;Nord;Imprese private
41291;0;Nord;Imprese private
41292;0;Nord;Imprese private
41293;1;Centro ;Imprese private
41294;0;Centro ;Imprese private
41295;0;Nord;Imprese private
41296;0;Centro ;Imprese private
41297;0;Centro ;Imprese private
41298;0;Centro ;Imprese private
41299;0;Centro ;Imprese private
41300;0;Nord;Imprese private
41301;0;Centro ;Imprese private
41302;0;Nord;Imprese private
41303;1;Centro ;Imprese private
41304;0;Sud & Isole;Imprese private
41305;0;Nord;Imprese private
41306;0;Sud & Isole;Artigianato e piccole imprese
41307;0;Nord;Imprese private
41308;0;Nord;Imprese private
41309;0;Nord;Imprese private
41310;0;Centro ;Imprese private
41311;0;Nord;Imprese private
41312;0;Centro ;Imprese private
41313;0;Centro ;Imprese private
41314;0;Centro ;Imprese private
41315;0;Nord;Imprese private
41316;0;Nord;Imprese private
41317;0;Nord;Imprese private
41318;1;Sud & Isole;Imprese private
41319;1;Sud & Isole;Imprese private
41320;0;Sud & Isole;Imprese private
41321;0;Nord;Imprese private
41322;1;Centro ;Imprese private
41323;0;Nord;Imprese private
41324;1;Nord;Imprese private
41325;0;Sud & Isole;Imprese private
41326;0;Nord;Imprese private
41327;0;Centro ;Imprese private
41328;0;Nord;Imprese private
41329;0;Centro ;Imprese private
41330;0;Nord;Imprese private
41331;1;Centro ;Imprese private
41332;0;Centro ;Imprese private
41333;0;Centro ;Imprese private
41334;0;Centro ;Imprese private
41335;0;Sud & Isole;Imprese private
41336;0;Nord;Imprese private
41337;1;Centro ;Imprese private
41338;1;Centro ;Imprese private
41339;0;Centro ;Imprese private
41340;0;Sud & Isole;Imprese private
41341;0;Nord;Imprese private
41342;0;Centro ;Imprese private
41343;1;Nord;Imprese private
41344;0;Centro ;Imprese private
41345;0;Nord;Imprese private
41346;0;Centro ;Imprese private
41347;0;Centro ;Imprese private
41348;0;Centro ;Imprese private
41349;0;Centro ;Imprese private
41350;0;Sud & Isole;Imprese private
41351;0;Centro ;Imprese private
41352;0;Nord;Imprese private
41353;0;Centro ;Imprese private
41354;1;Centro ;Imprese private
41355;0;Centro ;Imprese private
41356;0;Centro ;Imprese private
41357;0;Nord;Artigianato e piccole imprese
41358;0;Centro ;Imprese private
41359;0;Centro ;Imprese private
41360;0;Nord;Imprese private
41361;0;Nord;Imprese private
41362;0;Centro ;Imprese private
41363;0;Centro ;Imprese private
41364;0;Centro ;Imprese private
41365;0;Centro ;Imprese private
41366;0;Centro ;Imprese private
41367;1;Centro ;Imprese private
41368;1;Centro ;Imprese private
41369;1;Centro ;Imprese private
41370;0;Centro ;Imprese private
41371;0;Centro ;Artigianato e piccole imprese
41372;0;Centro ;Imprese private
41373;0;Centro ;Imprese private
41374;0;Centro ;Imprese private
41375;0;Nord;Imprese private
41376;0;Nord;Imprese private
41377;0;Centro ;Imprese private
41378;0;Centro ;Imprese private
41379;0;Centro ;Imprese private
41380;0;Centro ;Imprese private
41381;0;Centro ;Imprese private
41382;0;Centro ;Imprese private
41383;0;Centro ;Imprese private
41384;0;Nord;Imprese private
41385;1;Nord;Imprese private
41386;1;Centro ;Imprese private
41387;0;Centro ;Imprese private
41388;0;Centro ;Imprese private
41389;0;Centro ;Imprese private
41390;0;Nord;Imprese private
41391;0;Nord;Imprese private
41392;0;Sud & Isole;Imprese private
41393;0;Nord;Imprese private
41394;0;Nord;Imprese private
41395;0;Centro ;Artigianato e piccole imprese
41396;0;Centro ;Imprese private
41397;0;Centro ;Imprese private
41398;0;Nord;Imprese private
41399;1;Centro ;Imprese private
41400;1;Centro ;Imprese private
41401;0;Nord;Imprese private
41402;0;Sud & Isole;Imprese private
41403;0;Nord;Imprese private
41404;1;Centro ;Imprese private
41405;0;Centro ;Imprese private
41406;0;Sud & Isole;Imprese private
41407;0;Nord;Imprese private
41408;1;Nord;Imprese private
41409;1;Nord;Imprese private
41410;0;Centro ;Imprese private
41411;0;Nord;Imprese private
41412;0;Centro ;Imprese private
41413;0;Centro ;Imprese private
41414;0;Centro ;Imprese private
41415;0;Nord;Imprese private
41416;0;Centro ;Imprese private
41417;0;Centro ;Imprese private
41418;0;Nord;Imprese private
41419;0;Nord;Imprese private
41420;0;Centro ;Imprese private
41421;0;Nord;Imprese private
41422;0;Nord;Imprese private
41423;0;Nord;Imprese private
41424;0;Centro ;Imprese private
41425;0;Centro ;Imprese private
41426;1;Nord;Imprese private
41427;0;Centro ;Imprese private
41428;0;Nord;Imprese private
41429;0;Centro ;Imprese private
41430;0;Nord;Imprese private
41431;0;Nord;Imprese private
41432;0;Nord;Imprese private
41433;0;Centro ;Imprese private
41434;0;Centro ;Imprese private
41435;0;Nord;Imprese private
41436;0;Centro ;Imprese private
41437;0;Nord;Imprese private
41438;0;Sud & Isole;Imprese private
41439;0;Nord;Imprese private
41440;0;Nord;Imprese private
41441;0;Nord;Imprese private
41442;1;Centro ;Imprese private
41443;0;Nord;Finanzarie
41444;0;Nord;Imprese private
41445;0;Nord;Imprese private
41446;0;Centro ;Imprese private
41447;0;Nord;Imprese private
41448;0;Centro ;Imprese private
41449;0;Nord;Imprese private
41450;0;Nord;Imprese private
41451;0;Nord;Imprese private
41452;0;Centro ;Imprese private
41453;0;Centro ;Imprese private
41454;0;Nord;Imprese private
41455;0;Nord;Artigianato e piccole imprese
41456;0;Centro ;Imprese private
41457;0;Nord;Imprese private
41458;0;Centro ;Imprese private
41459;0;Nord;Imprese private
41460;0;Nord;Imprese private
41461;0;Nord;Imprese private
41462;1;Centro ;Imprese private
41463;0;Nord;Imprese private
41464;0;Nord;Imprese private
41465;0;Nord;Imprese private
41466;0;Sud & Isole;Imprese private
41467;1;Sud & Isole;Imprese private
41468;0;Centro ;Imprese private
41469;1;Centro ;Imprese private
41470;0;Sud & Isole;Imprese private
41471;0;Centro ;Imprese private
41472;0;Nord;Imprese private
41473;0;Nord;Imprese private
41474;0;Nord;Imprese private
41475;0;Sud & Isole;Imprese private
41476;0;Sud & Isole;Imprese private
41477;0;Nord;Imprese private
41478;0;Centro ;Artigianato e piccole imprese
41479;0;Centro ;Artigianato e piccole imprese
41480;0;Sud & Isole;Imprese private
41481;0;Nord;Imprese private
41482;1;Centro ;Imprese private
41483;0;Centro ;Imprese private
41484;0;Centro ;Imprese private
41485;0;Centro ;Imprese private
41486;1;Nord;Imprese private
41487;1;Sud & Isole;Imprese private
41488;0;Sud & Isole;Imprese private
41489;0;Centro ;Imprese private
41490;0;Centro ;Imprese private
41491;0;Sud & Isole;Artigianato e piccole imprese
41492;0;Centro ;Imprese private
41493;0;Nord;Artigianato e piccole imprese
41494;1;Centro ;Imprese private
41495;0;Centro ;Imprese private
41496;0;Nord;Artigianato e piccole imprese
