ID;FLG_DEF_6M;Macro Area;Settore
17642;0;Nord;Imprese private
17643;0;Sud & Isole;Imprese private
17644;0;Nord;Imprese private
17645;0;Sud & Isole;Imprese private
17646;0;Sud & Isole;Imprese private
17647;0;Nord;Imprese private
17648;0;Sud & Isole;Imprese private
17649;1;Sud & Isole;Imprese private
17650;0;Sud & Isole;Imprese private
17651;0;Sud & Isole;Imprese private
17652;0;Nord;Imprese private
17653;1;Nord;Imprese private
17654;0;Nord;Imprese private
17655;0;Nord;Imprese private
17656;0;Nord;Imprese private
17657;0;Nord;Imprese private
17658;0;Nord;Imprese private
17659;1;Sud & Isole;Imprese private
17660;1;Nord;Imprese private
17661;0;Sud & Isole;Imprese private
17662;1;Sud & Isole;Imprese private
17663;0;Nord;Imprese private
17664;0;Nord;Imprese private
17665;0;Sud & Isole;Imprese private
17666;0;Sud & Isole;Imprese private
17667;0;Nord;Imprese private
17668;0;Nord;Imprese private
17669;0;Nord;Imprese private
17670;0;Nord;Imprese private
17671;0;Nord;Imprese private
17672;0;Nord;Imprese private
17673;1;Sud & Isole;Imprese private
17674;0;Nord;Imprese private
17675;0;Nord;Imprese private
17676;0;Nord;Imprese private
17677;0;Nord;Imprese private
17678;1;Sud & Isole;Imprese private
17679;0;Nord;Imprese private
17680;0;Nord;Imprese private
17681;0;Centro ;Imprese private
17682;1;Sud & Isole;Imprese private
17683;0;Sud & Isole;Imprese private
17684;1;Sud & Isole;Imprese private
17685;0;Sud & Isole;Imprese private
17686;0;Sud & Isole;Artigianato e piccole imprese
17687;1;Centro ;Imprese private
17688;0;Centro ;Imprese private
17689;1;Sud & Isole;Imprese private
17690;0;Sud & Isole;Imprese private
17691;0;Sud & Isole;Imprese private
17692;0;Sud & Isole;Imprese private
17693;1;Sud & Isole;Imprese private
17694;0;Nord;Imprese private
17695;0;Sud & Isole;Imprese private
17696;1;Sud & Isole;Imprese private
17697;0;Sud & Isole;Finanzarie
17698;0;Sud & Isole;Imprese private
17699;0;Sud & Isole;Imprese private
17700;0;Sud & Isole;Imprese private
17701;1;Sud & Isole;Imprese private
17702;0;Sud & Isole;Imprese private
17703;0;Sud & Isole;Imprese private
17704;0;Sud & Isole;Imprese private
17705;0;Sud & Isole;Imprese private
17706;1;Sud & Isole;Imprese private
17707;0;Sud & Isole;Imprese private
17708;1;Sud & Isole;Imprese private
17709;0;Sud & Isole;Imprese private
17710;0;Sud & Isole;Imprese private
17711;0;Sud & Isole;Imprese private
17712;0;Sud & Isole;Imprese private
17713;1;Sud & Isole;Imprese private
17714;0;Sud & Isole;Imprese private
17715;0;Sud & Isole;Imprese private
17716;0;Sud & Isole;Imprese private
17717;0;Sud & Isole;Imprese private
17718;0;Sud & Isole;Imprese private
17719;0;Sud & Isole;Imprese private
17720;1;Sud & Isole;Imprese private
17721;0;Sud & Isole;Imprese private
17722;0;Sud & Isole;Imprese private
17723;1;Centro ;Imprese private
17724;0;Sud & Isole;Imprese private
17725;1;Sud & Isole;Imprese private
17726;0;Sud & Isole;Imprese private
17727;0;Sud & Isole;Imprese private
17728;0;Sud & Isole;Imprese private
17729;0;Sud & Isole;Imprese private
17730;0;Sud & Isole;Imprese private
17731;0;Sud & Isole;Imprese private
17732;0;Sud & Isole;Imprese private
17733;1;Sud & Isole;Imprese private
17734;0;Sud & Isole;Imprese private
17735;0;Sud & Isole;Imprese private
17736;0;Sud & Isole;Imprese private
17737;0;Centro ;Imprese private
17738;1;Sud & Isole;Imprese private
17739;0;Sud & Isole;Imprese private
17740;0;Sud & Isole;Imprese private
17741;0;Sud & Isole;Imprese private
17742;0;Sud & Isole;Imprese private
17743;1;Sud & Isole;Imprese private
17744;1;Sud & Isole;Imprese private
17745;0;Sud & Isole;Imprese private
17746;1;Sud & Isole;Imprese private
17747;0;Sud & Isole;Imprese private
17748;0;Sud & Isole;Imprese private
17749;1;Sud & Isole;Imprese private
17750;1;Sud & Isole;Imprese private
17751;0;Sud & Isole;Imprese private
17752;0;Sud & Isole;Imprese private
17753;0;Sud & Isole;Imprese private
17754;0;Sud & Isole;Imprese private
17755;0;Sud & Isole;Imprese private
17756;0;Sud & Isole;Imprese private
17757;0;Nord;Imprese private
17758;0;Sud & Isole;Imprese private
17759;0;Sud & Isole;Imprese private
17760;0;Sud & Isole;Imprese private
17761;0;Sud & Isole;Imprese private
17762;0;Sud & Isole;Imprese private
17763;0;Sud & Isole;Imprese private
17764;1;Nord;Imprese private
17765;0;Sud & Isole;Imprese private
17766;1;Sud & Isole;Imprese private
17767;0;Centro ;Imprese private
17768;0;Sud & Isole;Imprese private
17769;1;Sud & Isole;Imprese private
17770;0;Sud & Isole;Imprese private
17771;0;Sud & Isole;Imprese private
17772;0;Sud & Isole;Imprese private
17773;1;Centro ;Imprese private
17774;1;Centro ;Imprese private
17775;0;Centro ;Imprese private
17776;1;Centro ;Imprese private
17777;0;Centro ;Imprese private
17778;0;Centro ;Imprese private
17779;0;Centro ;Imprese private
17780;0;Centro ;Imprese private
17781;0;Centro ;Imprese private
17782;0;Centro ;Imprese private
17783;1;Centro ;Imprese private
17784;0;Centro ;Imprese private
17785;0;Centro ;Imprese private
17786;0;Centro ;Imprese private
17787;0;Centro ;Imprese private
17788;0;Centro ;Finanzarie
17789;0;Centro ;Imprese private
17790;0;Centro ;Imprese private
17791;0;Centro ;Imprese private
17792;1;Centro ;Imprese private
17793;1;Centro ;Imprese private
17794;0;Centro ;Imprese private
17795;0;Centro ;Imprese private
17796;0;Centro ;Imprese private
17797;1;Centro ;Imprese private
17798;0;Centro ;Imprese private
17799;0;Centro ;Imprese private
17800;0;Centro ;Imprese private
17801;0;Centro ;Imprese private
17802;1;Centro ;Imprese private
17803;0;Centro ;Imprese private
17804;0;Centro ;Imprese private
17805;0;Centro ;Imprese private
17806;0;Centro ;Imprese private
17807;0;Sud & Isole;Imprese private
17808;0;Sud & Isole;Imprese private
17809;0;Sud & Isole;Imprese private
17810;0;Sud & Isole;Imprese private
17811;0;Sud & Isole;Imprese private
17812;0;Sud & Isole;Imprese private
17813;0;Sud & Isole;Imprese private
17814;0;Sud & Isole;Imprese private
17815;0;Sud & Isole;Imprese private
17816;1;Sud & Isole;Imprese private
17817;0;Sud & Isole;Imprese private
17818;0;Sud & Isole;Imprese private
17819;1;Sud & Isole;Imprese private
17820;0;Sud & Isole;Imprese private
17821;0;Centro ;Imprese private
17822;0;Centro ;Imprese private
17823;1;Centro ;Imprese private
17824;0;Sud & Isole;Imprese private
17825;0;Centro ;Imprese private
17826;0;Centro ;Imprese private
17827;1;Centro ;Imprese private
17828;1;Centro ;Imprese private
17829;0;Centro ;Imprese private
17830;0;Centro ;Imprese private
17831;0;Centro ;Imprese private
17832;0;Centro ;Imprese private
17833;0;Centro ;Imprese private
17834;1;Centro ;Imprese private
17835;0;Centro ;Imprese private
17836;0;Centro ;Imprese private
17837;0;Centro ;Imprese private
17838;0;Sud & Isole;Imprese private
17839;0;Centro ;Imprese private
17840;0;Centro ;Imprese private
17841;1;Centro ;Imprese private
17842;1;Centro ;Imprese private
17843;0;Centro ;Imprese private
17844;1;Centro ;Imprese private
17845;0;Centro ;Imprese private
17846;0;Centro ;Imprese private
17847;0;Centro ;Imprese private
17848;0;Centro ;Imprese private
17849;1;Nord;Imprese private
17850;0;Centro ;Imprese private
17851;0;Centro ;Imprese private
17852;0;Centro ;Imprese private
17853;0;Centro ;Imprese private
17854;1;Centro ;Imprese private
17855;0;Centro ;Imprese private
17856;0;Centro ;Imprese private
17857;0;Centro ;Imprese private
17858;1;Centro ;Imprese private
17859;0;Centro ;Imprese private
17860;0;Centro ;Imprese private
17861;1;Centro ;Imprese private
17862;1;Centro ;Imprese private
17863;1;Centro ;Imprese private
17864;0;Centro ;Imprese private
17865;0;Centro ;Imprese private
17866;0;Centro ;Imprese private
17867;0;Centro ;Imprese private
17868;0;Centro ;Imprese private
17869;0;Centro ;Imprese private
17870;0;Centro ;Imprese private
17871;0;Centro ;Imprese private
17872;1;Centro ;Imprese private
17873;0;Centro ;Imprese private
17874;0;Centro ;Imprese private
17875;0;Nord;Imprese private
17876;0;Centro ;Imprese private
17877;1;Centro ;Imprese private
17878;0;Centro ;Imprese private
17879;0;Centro ;Imprese private
17880;1;Centro ;Imprese private
17881;0;Centro ;Imprese private
17882;0;Centro ;Imprese private
17883;0;Centro ;Imprese private
17884;0;Centro ;Imprese private
17885;0;Centro ;Imprese private
17886;1;Centro ;Imprese private
17887;0;Centro ;Imprese private
17888;0;Centro ;Imprese private
17889;1;Centro ;Imprese private
17890;1;Centro ;Imprese private
17891;0;Centro ;Imprese private
17892;0;Centro ;Imprese private
17893;0;Centro ;Imprese private
17894;0;Centro ;Imprese private
17895;0;Sud & Isole;Imprese private
17896;0;Centro ;Imprese private
17897;0;Nord;Imprese private
17898;0;Nord;Imprese private
17899;0;Nord;Imprese private
17900;0;Nord;Imprese private
17901;0;Nord;Imprese private
17902;0;Nord;Imprese private
17903;0;Nord;Imprese private
17904;0;Nord;Imprese private
17905;0;Nord;Imprese private
17906;0;Nord;Imprese private
17907;0;Nord;Imprese private
17908;0;Nord;Imprese private
17909;0;Nord;Imprese private
17910;0;Nord;Finanzarie
17911;0;Nord;Imprese private
17912;0;Nord;Imprese private
17913;1;Nord;Imprese private
17914;0;Nord;Imprese private
17915;0;Nord;Imprese private
17916;0;Nord;Imprese private
17917;0;Nord;Imprese private
17918;0;Nord;Imprese private
17919;0;Nord;Imprese private
17920;0;Nord;Imprese private
17921;0;Centro ;NGO e altro
17922;1;Centro ;Imprese private
17923;0;Nord;Imprese private
17924;0;Centro ;Artigianato e piccole imprese
17925;1;Sud & Isole;Artigianato e piccole imprese
17926;1;Centro ;Imprese private
17927;0;Centro ;Imprese private
17928;0;Centro ;Artigianato e piccole imprese
17929;0;Nord;Imprese private
17930;0;Centro ;Artigianato e piccole imprese
17931;1;Nord;Imprese private
17932;0;Nord;Imprese private
17933;0;Centro ;Imprese private
17934;0;Nord;Imprese private
17935;1;Centro ;Artigianato e piccole imprese
17936;0;Sud & Isole;Imprese private
17937;0;Centro ;Imprese private
17938;0;Centro ;Artigianato e piccole imprese
17939;0;Sud & Isole;Imprese private
17940;0;Nord;Imprese private
17941;1;Nord;Imprese private
17942;0;Centro ;Artigianato e piccole imprese
17943;0;Sud & Isole;Artigianato e piccole imprese
17944;0;Nord;Imprese private
17945;0;Centro ;Imprese private
17946;0;Centro ;Artigianato e piccole imprese
17947;0;Nord;Imprese private
17948;0;Nord;Imprese private
17949;0;Sud & Isole;Artigianato e piccole imprese
17950;0;Nord;Imprese private
17951;0;Nord;Imprese private
17952;0;Nord;Artigianato e piccole imprese
17953;0;Centro ;Imprese private
17954;1;Centro ;Imprese private
17955;0;Nord;Imprese private
17956;0;Sud & Isole;Artigianato e piccole imprese
17957;0;Nord;Imprese private
17958;0;Centro ;Artigianato e piccole imprese
17959;0;Centro ;Artigianato e piccole imprese
17960;0;Nord;Imprese private
17961;0;Centro ;Artigianato e piccole imprese
17962;0;Centro ;Imprese private
17963;0;Centro ;Imprese private
17964;0;Sud & Isole;Artigianato e piccole imprese
17965;0;Centro ;Imprese private
17966;0;Nord;Imprese private
17967;0;Nord;Imprese private
17968;0;Nord;Imprese private
17969;0;Centro ;Artigianato e piccole imprese
17970;0;Nord;Imprese private
17971;0;Sud & Isole;Artigianato e piccole imprese
17972;0;Sud & Isole;Imprese private
17973;0;Nord;Imprese private
17974;0;Nord;Artigianato e piccole imprese
17975;0;Nord;Imprese private
17976;0;Centro ;Imprese private
17977;0;Centro ;Artigianato e piccole imprese
17978;0;Nord;Imprese private
17979;0;Nord;Artigianato e piccole imprese
17980;0;Centro ;Imprese private
17981;1;Centro ;Imprese private
17982;0;Nord;Imprese private
17983;0;Centro ;Artigianato e piccole imprese
17984;0;Centro ;Imprese private
17985;0;Nord;Imprese private
17986;0;Sud & Isole;Imprese private
17987;0;Centro ;Imprese private
17988;0;Centro ;Imprese private
17989;0;Nord;Imprese private
17990;0;Centro ;Artigianato e piccole imprese
17991;0;Nord;Imprese private
17992;0;Centro ;Artigianato e piccole imprese
17993;0;Sud & Isole;Imprese private
17994;0;Centro ;Imprese private
17995;1;Nord;Imprese private
17996;0;Nord;Imprese private
17997;0;Sud & Isole;Imprese private
17998;0;Nord;Imprese private
17999;1;Nord;Imprese private
18000;0;Nord;Imprese private
18001;0;Nord;Imprese private
18002;0;Nord;Imprese private
18003;0;Centro ;Imprese private
18004;0;Sud & Isole;Imprese private
18005;1;Nord;Imprese private
18006;0;Sud & Isole;Imprese private
18007;0;Nord;Imprese private
18008;0;Sud & Isole;Imprese private
18009;0;Nord;Imprese private
18010;0;Nord;Imprese private
18011;0;Centro ;Imprese private
18012;0;Sud & Isole;Imprese private
18013;0;Nord;Imprese private
18014;0;Centro ;Imprese private
18015;0;Nord;Imprese private
18016;1;Centro ;Imprese private
18017;0;Centro ;Imprese private
18018;0;Centro ;Imprese private
18019;0;Nord;Imprese private
18020;0;Nord;Imprese private
18021;0;Nord;Imprese private
18022;0;Nord;Imprese private
18023;0;Nord;Imprese private
18024;0;Nord;Imprese private
18025;0;Nord;Imprese private
18026;0;Nord;Finanzarie
18027;1;Nord;Imprese private
18028;0;Sud & Isole;Imprese private
18029;1;Nord;Imprese private
18030;0;Centro ;Imprese private
18031;0;Centro ;Imprese private
18032;0;Centro ;Finanzarie
18033;1;Centro ;Imprese private
18034;0;Nord;Imprese private
18035;1;Nord;Imprese private
18036;0;Centro ;Imprese private
18037;0;Centro ;Imprese private
18038;0;Nord;Imprese private
18039;0;Centro ;Imprese private
18040;0;Centro ;Imprese private
18041;0;Nord;Imprese private
18042;0;Sud & Isole;Imprese private
18043;0;Nord;Artigianato e piccole imprese
18044;0;Centro ;Imprese private
18045;0;Centro ;Imprese private
18046;0;Nord;Imprese private
18047;0;Nord;Imprese private
18048;0;Sud & Isole;Imprese private
18049;0;Nord;Imprese private
18050;0;Centro ;Imprese private
18051;0;Centro ;Imprese private
18052;0;Nord;Imprese private
18053;0;Sud & Isole;Imprese private
18054;0;Sud & Isole;Imprese private
18055;0;Sud & Isole;Imprese private
18056;0;Sud & Isole;Imprese private
18057;0;Centro ;Imprese private
18058;0;Centro ;Imprese private
18059;0;Nord;Imprese private
18060;0;Centro ;Imprese private
18061;1;Centro ;Imprese private
18062;0;Nord;Imprese private
18063;0;Centro ;Imprese private
18064;0;Nord;Imprese private
18065;1;Centro ;Imprese private
18066;0;Centro ;Imprese private
18067;1;Nord;Imprese private
18068;1;Nord;Imprese private
18069;0;Centro ;Imprese private
18070;0;Centro ;Imprese private
18071;0;Centro ;Imprese private
18072;1;Nord;Imprese private
18073;1;Nord;Imprese private
18074;0;Centro ;Imprese private
18075;0;Centro ;Imprese private
18076;0;Sud & Isole;Imprese private
18077;0;Centro ;Imprese private
18078;0;Centro ;Imprese private
18079;1;Nord;Imprese private
18080;0;Nord;Imprese private
18081;0;Centro ;Imprese private
18082;0;Centro ;Imprese private
18083;0;Sud & Isole;Imprese private
18084;0;Nord;Imprese private
18085;0;Nord;Imprese private
18086;0;Centro ;Imprese private
18087;1;Centro ;Imprese private
18088;1;Nord;Imprese private
18089;1;Nord;Imprese private
18090;0;Sud & Isole;Imprese private
18091;1;Centro ;Imprese private
18092;0;Nord;Imprese private
18093;0;Nord;Imprese private
18094;0;Nord;Imprese private
18095;0;Nord;Imprese private
18096;0;Centro ;Artigianato e piccole imprese
18097;0;Centro ;Imprese private
18098;0;Centro ;Imprese private
18099;1;Nord;Imprese private
18100;0;Nord;Imprese private
18101;1;Nord;Imprese private
18102;0;Nord;Imprese private
18103;0;Nord;Imprese private
18104;0;Centro ;Imprese private
18105;1;Nord;Imprese private
18106;0;Nord;Imprese private
18107;0;Centro ;Finanzarie
18108;0;Nord;Imprese private
18109;0;Nord;Imprese private
18110;0;Nord;Imprese private
18111;0;Centro ;Imprese private
18112;0;Centro ;Imprese private
18113;0;Nord;Imprese private
18114;0;Nord;Imprese private
18115;0;Nord;Imprese private
18116;0;Nord;Imprese private
18117;0;Nord;Imprese private
18118;0;Nord;Imprese private
18119;0;Centro ;Imprese private
18120;0;Nord;Imprese private
18121;0;Nord;Imprese private
18122;0;Nord;Imprese private
18123;0;Centro ;Imprese private
18124;0;Nord;Imprese private
18125;1;Centro ;Imprese private
18126;0;Centro ;Imprese private
18127;0;Nord;Imprese private
18128;1;Centro ;Imprese private
18129;0;Centro ;Imprese private
18130;0;Sud & Isole;Imprese private
18131;1;Centro ;Imprese private
18132;0;Sud & Isole;Imprese private
18133;0;Centro ;Imprese private
18134;0;Centro ;Imprese private
18135;0;Nord;Imprese private
18136;0;Nord;Imprese private
18137;0;Nord;Imprese private
18138;0;Nord;Imprese private
18139;0;Nord;Imprese private
18140;0;Centro ;Imprese private
18141;0;Centro ;Imprese private
18142;0;Centro ;Imprese private
18143;0;Nord;Imprese private
18144;1;Sud & Isole;Imprese private
18145;0;Centro ;Imprese private
18146;1;Centro ;Imprese private
18147;0;Nord;Imprese private
18148;0;Nord;Artigianato e piccole imprese
18149;0;Nord;Imprese private
18150;0;Nord;Imprese private
18151;0;Centro ;Imprese private
18152;0;Centro ;Imprese private
18153;0;Centro ;Imprese private
18154;0;Nord;Imprese private
18155;1;Centro ;Imprese private
18156;0;Nord;Imprese private
18157;0;Nord;Imprese private
18158;0;Nord;Imprese private
18159;0;Centro ;Imprese private
18160;0;Centro ;Imprese private
18161;0;Centro ;Imprese private
18162;0;Nord;Imprese private
18163;0;Nord;Imprese private
18164;0;Nord;Imprese private
18165;0;Centro ;Imprese private
18166;0;Centro ;Imprese private
18167;0;Nord;Artigianato e piccole imprese
18168;0;Nord;Imprese private
18169;0;Nord;Imprese private
18170;0;Sud & Isole;Imprese private
18171;0;Centro ;Imprese private
18172;0;Centro ;Imprese private
18173;0;Nord;Imprese private
18174;0;Sud & Isole;Imprese private
18175;0;Centro ;Imprese private
18176;1;Sud & Isole;Imprese private
18177;0;Sud & Isole;Imprese private
18178;0;Sud & Isole;Imprese private
18179;0;Sud & Isole;Imprese private
18180;1;Sud & Isole;Imprese private
18181;0;Sud & Isole;Imprese private
18182;0;Centro ;Imprese private
18183;0;Sud & Isole;Imprese private
18184;0;Centro ;Imprese private
18185;0;Nord;Imprese private
18186;0;Nord;Imprese private
18187;0;Nord;Imprese private
18188;0;Centro ;Imprese private
18189;0;Nord;Imprese private
18190;0;Centro ;Imprese private
18191;0;Centro ;Imprese private
18192;0;Centro ;Imprese private
18193;0;Centro ;Imprese private
18194;0;Centro ;Imprese private
18195;1;Sud & Isole;Imprese private
18196;0;Centro ;Imprese private
18197;1;Centro ;Imprese private
18198;0;Nord;Imprese private
18199;0;Centro ;Imprese private
18200;0;Centro ;Imprese private
18201;0;Centro ;Imprese private
18202;0;Nord;Imprese private
18203;0;Nord;Imprese private
18204;0;Nord;Imprese private
18205;0;Centro ;Imprese private
18206;0;Nord;Imprese private
18207;1;Sud & Isole;Imprese private
18208;0;Centro ;Imprese private
18209;0;Sud & Isole;Imprese private
18210;0;Centro ;Imprese private
18211;0;Sud & Isole;Imprese private
18212;0;Centro ;Imprese private
18213;0;Centro ;Imprese private
18214;0;Centro ;Imprese private
18215;0;Centro ;Imprese private
18216;0;Centro ;Imprese private
18217;0;Nord;Imprese private
18218;0;Sud & Isole;Imprese private
18219;0;Centro ;Imprese private
18220;0;Sud & Isole;Imprese private
18221;0;Sud & Isole;Imprese private
18222;0;Sud & Isole;Imprese private
18223;0;Nord;Imprese private
18224;0;Sud & Isole;Imprese private
18225;0;Centro ;Imprese private
18226;0;Nord;Imprese private
18227;0;Nord;Imprese private
18228;1;Nord;Imprese private
18229;0;Sud & Isole;Imprese private
18230;0;Nord;Imprese private
18231;0;Centro ;Imprese private
18232;0;Nord;Imprese private
18233;1;Nord;Imprese private
18234;0;Centro ;Imprese private
18235;0;Centro ;Imprese private
18236;1;Centro ;Imprese private
18237;1;Centro ;Imprese private
18238;0;Sud & Isole;Imprese private
18239;0;Centro ;Imprese private
18240;0;Centro ;Imprese private
18241;0;Centro ;Imprese private
18242;0;Centro ;Imprese private
18243;0;Centro ;Imprese private
18244;0;Centro ;Imprese private
18245;0;Sud & Isole;Imprese private
18246;1;Sud & Isole;Imprese private
18247;0;Sud & Isole;Imprese private
18248;0;Sud & Isole;Imprese private
18249;0;Centro ;Imprese private
18250;0;Sud & Isole;Imprese private
18251;1;Sud & Isole;Imprese private
18252;0;Sud & Isole;Imprese private
18253;0;Centro ;Imprese private
18254;1;Centro ;Imprese private
18255;0;Centro ;Imprese private
18256;0;Centro ;Imprese private
18257;1;Sud & Isole;Imprese private
18258;0;Centro ;Imprese private
18259;0;Centro ;Imprese private
18260;1;Centro ;Imprese private
18261;0;Centro ;Imprese private
18262;0;Centro ;Imprese private
18263;0;Nord;Imprese private
18264;0;Centro ;Imprese private
18265;0;Nord;Imprese private
18266;0;Centro ;Imprese private
18267;0;Centro ;Imprese private
18268;0;Nord;Imprese private
18269;0;Nord;Imprese private
18270;0;Sud & Isole;Imprese private
18271;0;Centro ;Imprese private
18272;0;Centro ;Imprese private
18273;0;Sud & Isole;Imprese private
18274;0;Centro ;Imprese private
18275;0;Nord;Imprese private
18276;0;Nord;Imprese private
18277;0;Nord;Imprese private
18278;0;Centro ;Imprese private
18279;0;Sud & Isole;Imprese private
18280;0;Nord;Imprese private
18281;0;Sud & Isole;Imprese private
18282;0;Nord;Imprese private
18283;0;Nord;Imprese private
18284;0;Nord;Imprese private
18285;0;Sud & Isole;Imprese private
18286;0;Nord;Imprese private
18287;0;Sud & Isole;Imprese private
18288;0;Nord;Imprese private
18289;0;Nord;Imprese private
18290;1;Sud & Isole;Imprese private
18291;0;Sud & Isole;Imprese private
18292;0;Nord;Imprese private
18293;0;Nord;Imprese private
18294;0;Nord;Imprese private
18295;0;Nord;Imprese private
18296;0;Nord;Imprese private
18297;0;Sud & Isole;Imprese private
18298;0;Sud & Isole;Imprese private
18299;0;Centro ;Imprese private
18300;0;Nord;Imprese private
18301;0;Centro ;Imprese private
18302;0;Sud & Isole;Imprese private
18303;0;Centro ;Imprese private
18304;0;Nord;Imprese private
18305;0;Sud & Isole;Imprese private
18306;1;Sud & Isole;Imprese private
18307;0;Nord;Imprese private
18308;0;Centro ;Imprese private
18309;0;Centro ;Imprese private
18310;0;Centro ;Imprese private
18311;0;Centro ;Imprese private
18312;0;Nord;Imprese private
18313;0;Sud & Isole;Imprese private
18314;0;Sud & Isole;Imprese private
18315;0;Nord;Imprese private
18316;0;Sud & Isole;Imprese private
18317;0;Sud & Isole;Imprese private
18318;0;Nord;Imprese private
18319;0;Sud & Isole;Imprese private
18320;0;Sud & Isole;Imprese private
18321;0;Sud & Isole;Imprese private
18322;1;Sud & Isole;Imprese private
18323;0;Centro ;Imprese private
18324;0;Centro ;Imprese private
18325;0;Nord;Imprese private
18326;0;Nord;Imprese private
18327;1;Sud & Isole;Imprese private
18328;0;Sud & Isole;Imprese private
18329;0;Nord;Imprese private
18330;0;Centro ;Imprese private
18331;1;Centro ;Imprese private
18332;0;Nord;Imprese private
18333;0;Nord;Imprese private
18334;0;Nord;Imprese private
18335;0;Nord;Imprese private
18336;1;Sud & Isole;Imprese private
18337;0;Nord;Imprese private
18338;0;Nord;Imprese private
18339;0;Centro ;Imprese private
18340;0;Nord;Imprese private
18341;1;Nord;Imprese private
18342;0;Sud & Isole;Imprese private
18343;1;Sud & Isole;Imprese private
18344;0;Nord;Imprese private
18345;0;Nord;Imprese private
18346;0;Nord;Imprese private
18347;0;Centro ;Imprese private
18348;1;Sud & Isole;Imprese private
18349;0;Sud & Isole;Imprese private
18350;0;Sud & Isole;Imprese private
18351;1;Nord;Imprese private
18352;0;Sud & Isole;Imprese private
18353;0;Sud & Isole;Imprese private
18354;0;Nord;Imprese private
18355;0;Sud & Isole;Imprese private
18356;1;Sud & Isole;Imprese private
18357;0;Sud & Isole;Imprese private
18358;1;Sud & Isole;Imprese private
18359;0;Nord;Imprese private
18360;0;Sud & Isole;Imprese private
18361;0;Nord;Imprese private
18362;1;Nord;Imprese private
18363;0;Sud & Isole;Imprese private
18364;0;Nord;Imprese private
18365;1;Sud & Isole;Imprese private
18366;0;Sud & Isole;Imprese private
18367;0;Nord;Imprese private
18368;1;Sud & Isole;Imprese private
18369;0;Sud & Isole;Imprese private
18370;0;Nord;Imprese private
18371;0;Nord;Imprese private
18372;0;Nord;Imprese private
18373;0;Nord;Imprese private
18374;0;Nord;Imprese private
18375;0;Sud & Isole;Imprese private
18376;0;Nord;Imprese private
18377;0;Nord;Imprese private
18378;0;Nord;Imprese private
18379;1;Nord;Imprese private
18380;0;Sud & Isole;Imprese private
18381;1;Centro ;Imprese private
18382;1;Sud & Isole;Imprese private
18383;0;Sud & Isole;Imprese private
18384;0;Sud & Isole;Imprese private
18385;0;Sud & Isole;Imprese private
18386;1;Sud & Isole;Imprese private
18387;0;Sud & Isole;Imprese private
18388;0;Sud & Isole;Imprese private
18389;0;Sud & Isole;Imprese private
18390;0;Sud & Isole;Imprese private
18391;0;Sud & Isole;Imprese private
18392;0;Sud & Isole;Imprese private
18393;0;Sud & Isole;Imprese private
18394;0;Sud & Isole;Imprese private
18395;0;Sud & Isole;Imprese private
18396;0;Sud & Isole;Imprese private
18397;0;Centro ;Imprese private
18398;0;Sud & Isole;Imprese private
18399;0;Sud & Isole;Imprese private
18400;0;Sud & Isole;Imprese private
18401;0;Centro ;Imprese private
18402;0;Sud & Isole;Imprese private
18403;0;Centro ;Imprese private
18404;0;Centro ;Imprese private
18405;0;Centro ;Imprese private
18406;0;Sud & Isole;Imprese private
18407;0;Sud & Isole;Imprese private
18408;0;Centro ;Imprese private
18409;0;Sud & Isole;Imprese private
18410;0;Sud & Isole;Imprese private
18411;0;Centro ;Imprese private
18412;1;Sud & Isole;Imprese private
18413;0;Centro ;Imprese private
18414;0;Centro ;Imprese private
18415;0;Centro ;Imprese private
18416;0;Nord;Imprese private
18417;1;Centro ;Imprese private
18418;0;Centro ;Imprese private
18419;0;Sud & Isole;Imprese private
18420;0;Centro ;Imprese private
18421;0;Centro ;Imprese private
18422;0;Centro ;Artigianato e piccole imprese
18423;0;Centro ;Imprese private
18424;0;Nord;Imprese private
18425;0;Centro ;Imprese private
18426;0;Nord;Imprese private
18427;0;Nord;Imprese private
18428;0;Nord;Imprese private
18429;0;Centro ;Artigianato e piccole imprese
18430;0;Centro ;Imprese private
18431;0;Sud & Isole;Imprese private
18432;0;Centro ;Imprese private
18433;0;Centro ;Imprese private
18434;0;Centro ;Imprese private
18435;0;Nord;Imprese private
18436;0;Centro ;Imprese private
18437;0;Centro ;Imprese private
18438;0;Centro ;Imprese private
18439;1;Centro ;Artigianato e piccole imprese
18440;0;Centro ;Imprese private
18441;0;Centro ;Imprese private
18442;0;Centro ;Imprese private
18443;0;Centro ;Imprese private
18444;0;Centro ;Imprese private
18445;0;Centro ;Imprese private
18446;0;Centro ;Imprese private
18447;0;Centro ;Imprese private
18448;0;Centro ;Imprese private
18449;0;Centro ;Imprese private
18450;0;Centro ;Imprese private
18451;0;Centro ;Imprese private
18452;0;Centro ;Imprese private
18453;0;Centro ;Imprese private
18454;0;Centro ;Imprese private
18455;0;Sud & Isole;Imprese private
18456;0;Nord;Imprese private
18457;0;Centro ;Imprese private
18458;0;Centro ;Imprese private
18459;1;Sud & Isole;Imprese private
18460;0;Nord;Finanzarie
18461;1;Centro ;Imprese private
18462;0;Nord;Imprese private
18463;0;Centro ;Imprese private
18464;0;Nord;Imprese private
18465;0;Centro ;Imprese private
18466;1;Nord;Imprese private
18467;0;Centro ;Imprese private
18468;0;Nord;Imprese private
18469;0;Centro ;Imprese private
18470;1;Centro ;Imprese private
